N,P,K,soil_ph,temperature,humidity,soil_moisture,crop
98,93,50,11.1,38.13,80.81,79.91,Lentil
91,93,73,0.74,38.31,50.59,75.4,Lentil
72,57,107,4.26,31.41,74.85,49.25,Lentil
101,43,71,11.54,25.24,69.12,83.1,Lentil
128,93,36,12.01,33.73,85.03,62.91,Lentil
102,78,98,1.58,25.86,53.48,73.61,Lentil
65,64,48,8.24,35.76,60.99,76.74,Lentil
145,45,118,12.39,37.72,56.44,49.82,Lentil
86,84,41,13.7,28.36,69.51,76.69,Lentil
67,30,38,9.49,32.28,81.86,68.2,Lentil
69,69,30,5.22,36.33,61.34,47.9,Lentil
95,77,81,9.71,27.21,53.77,56.53,Lentil
51,53,72,12.2,28.83,53.69,53.34,Lentil
136,35,112,9.31,28.25,72.43,82.15,Lentil
143,78,44,13.1,28.34,74.49,56.19,Lentil
112,20,111,8.6,29.79,60.92,50.34,Lentil
52,60,92,0.54,26.5,54.43,67.98,Lentil
95,47,51,4.01,29.86,75.62,65.34,Lentil
98,34,51,12.7,39.27,54.82,88.4,Lentil
50,99,100,5.3,37.88,80.89,89.07,Lentil
71,65,90,5.07,29.25,51.89,78.61,Lentil
142,51,91,7.17,34.21,52.66,89.21,Lentil
63,58,35,12.1,34.87,56.68,55.86,Lentil
141,84,42,2.12,34.93,69.9,79.84,Lentil
134,92,85,3.16,25.51,58.28,63.86,Lentil
94,94,107,4.68,36.55,86.53,54.81,Lentil
145,30,95,13.03,34.71,75.99,70.63,Lentil
55,89,109,13.5,30.3,58.61,82.39,Lentil
114,53,68,12.17,34.49,77.36,45.45,Lentil
70,69,62,13.38,25.02,71.96,58.43,Lentil
53,63,30,4.17,34.97,80.58,46.56,Lentil
52,33,104,9.65,39.68,89.39,82.56,Lentil
79,91,43,11.72,35.37,59.43,49.58,Lentil
80,44,66,0.65,30.78,86.45,61.91,Lentil
83,87,66,8.1,35.97,50.14,79.66,Lentil
132,69,43,8.67,38.36,68.2,52.38,Lentil
69,51,51,8.06,27.39,51.49,49.08,Lentil
136,74,60,10.06,35.28,79.92,64.14,Lentil
103,97,111,13.07,38.13,57.81,83.19,Lentil
74,44,103,11.54,33.08,85.08,83.31,Lentil
64,98,53,0.93,36.8,81.25,47.45,Lentil
87,71,53,13.0,39.32,58.23,67.34,Lentil
72,75,61,3.33,28.61,72.6,68.64,Lentil
101,41,83,2.86,36.03,63.27,49.54,Lentil
115,66,63,1.61,36.84,64.82,47.84,Lentil
106,89,103,9.45,29.4,71.51,74.56,Lentil
106,70,75,11.83,38.9,79.92,81.03,Lentil
128,85,107,6.59,26.53,78.02,50.3,Lentil
101,89,116,6.99,38.18,65.2,67.95,Lentil
84,94,61,6.88,34.37,68.63,53.36,Lentil
123,84,89,5.49,35.78,65.75,53.94,Lentil
63,41,76,13.57,37.49,65.67,73.02,Lentil
140,60,105,5.19,37.72,70.69,57.95,Lentil
63,96,70,11.34,32.93,80.85,81.75,Lentil
148,66,117,10.12,36.24,85.59,83.96,Lentil
82,79,63,2.2,39.68,69.95,55.22,Lentil
101,41,76,6.64,28.21,84.36,69.33,Lentil
50,23,49,3.76,32.73,81.36,61.03,Lentil
83,63,45,2.25,38.58,73.99,86.42,Lentil
68,60,79,4.82,35.58,62.84,85.76,Lentil
73,57,38,12.8,31.29,64.24,70.89,Lentil
53,36,79,12.75,26.87,64.89,81.45,Lentil
85,36,81,5.17,28.61,80.85,75.15,Lentil
126,64,32,4.26,28.55,71.54,82.42,Lentil
107,65,103,4.0,30.22,64.69,63.57,Lentil
81,27,69,13.45,33.83,60.11,84.02,Lentil
58,34,30,2.1,26.53,69.38,51.74,Lentil
129,52,84,2.89,26.04,51.38,81.68,Lentil
116,68,36,11.19,27.31,50.77,66.93,Lentil
69,29,42,6.28,25.58,73.67,47.38,Lentil
123,81,85,13.0,31.73,50.29,67.33,Lentil
111,74,51,13.66,35.23,77.37,85.37,Lentil
107,77,45,0.49,28.6,64.55,58.66,Lentil
71,82,51,5.43,34.24,60.43,55.23,Lentil
116,30,35,7.94,32.55,84.87,82.44,Lentil
124,54,30,12.74,34.58,70.5,70.83,Lentil
138,23,31,11.98,28.83,56.51,65.24,Lentil
97,85,105,11.31,26.01,57.83,73.35,Lentil
57,52,99,13.08,27.34,54.66,67.96,Lentil
122,92,95,2.6,39.73,76.83,65.8,Lentil
64,54,66,3.61,31.11,72.82,70.13,Lentil
81,57,103,13.61,36.84,68.21,78.39,Lentil
102,97,46,1.88,32.3,75.49,60.11,Lentil
116,76,46,7.45,25.24,73.32,46.89,Lentil
53,52,35,9.73,32.74,76.37,82.26,Lentil
79,63,30,9.86,37.51,56.2,50.08,Lentil
62,72,113,11.6,25.47,85.79,62.61,Lentil
70,99,47,11.33,28.38,68.16,84.22,Lentil
90,39,38,0.14,38.79,63.07,51.36,Lentil
68,82,61,10.55,32.4,71.46,80.42,Lentil
97,70,46,2.32,28.93,64.82,83.53,Lentil
135,33,48,10.61,28.18,87.5,52.72,Lentil
112,54,78,7.34,34.52,75.65,80.69,Lentil
69,64,42,6.57,39.1,60.02,52.61,Lentil
113,52,30,7.26,27.67,71.64,81.94,Lentil
86,80,67,7.53,36.12,62.97,62.65,Lentil
80,91,67,11.5,36.82,52.22,55.74,Lentil
123,72,65,6.27,37.09,60.49,89.54,Lentil
67,97,103,0.63,27.64,86.04,56.43,Lentil
69,97,55,9.9,33.68,56.18,76.92,Lentil
131,69,77,10.83,33.55,87.65,73.14,Lentil
60,34,69,2.71,25.34,83.37,83.55,Lentil
135,61,101,2.67,37.3,72.53,61.76,Lentil
93,39,84,2.14,30.21,71.75,46.53,Lentil
131,87,49,0.13,37.99,61.14,50.44,Lentil
113,26,31,12.81,36.42,67.96,85.78,Lentil
83,85,68,10.85,38.89,84.29,48.07,Lentil
136,92,118,11.96,34.9,73.59,75.04,Lentil
114,42,119,13.97,35.01,53.67,71.32,Lentil
104,55,101,7.0,27.22,58.56,70.98,Lentil
123,31,90,6.02,33.52,50.26,88.63,Lentil
50,42,87,12.55,27.27,65.13,64.11,Lentil
87,30,86,11.16,34.33,66.29,45.26,Lentil
58,20,94,8.88,25.72,84.36,79.4,Lentil
144,96,57,11.01,26.6,72.55,84.18,Lentil
120,58,42,9.37,39.87,71.12,48.28,Lentil
66,89,78,10.81,29.1,74.84,50.55,Lentil
148,50,50,3.94,26.18,71.82,79.71,Lentil
101,28,90,12.61,34.49,56.63,64.75,Lentil
67,75,114,9.36,27.53,70.49,73.68,Lentil
112,37,69,3.62,26.6,87.59,79.09,Lentil
82,78,40,4.08,29.59,76.94,76.54,Lentil
53,86,98,4.07,32.92,50.76,52.99,Lentil
136,22,42,6.55,28.88,55.6,78.02,Lentil
124,49,105,10.87,29.19,85.59,70.66,Lentil
101,83,69,5.97,35.91,66.48,61.4,Lentil
58,89,62,0.98,34.79,68.82,89.58,Lentil
113,21,87,8.9,27.06,79.78,79.85,Lentil
79,39,96,5.64,31.1,63.08,82.03,Lentil
57,48,77,13.07,28.63,55.05,50.84,Lentil
54,28,116,13.68,33.44,89.8,61.86,Lentil
125,23,35,9.9,37.11,51.45,46.3,Lentil
112,59,104,11.19,32.73,86.29,80.83,Lentil
50,74,66,6.21,36.37,76.82,46.94,Lentil
64,32,68,7.36,35.39,82.15,71.82,Lentil
138,25,76,8.53,25.49,66.53,46.15,Lentil
131,92,66,0.72,28.65,61.14,62.12,Lentil
87,45,68,3.64,36.01,59.3,46.58,Lentil
91,60,35,10.2,36.55,82.31,80.16,Lentil
95,61,47,10.95,27.69,71.25,52.87,Lentil
102,97,94,11.46,37.77,61.5,66.43,Lentil
75,80,111,4.75,30.34,59.72,82.42,Lentil
110,81,81,13.02,37.04,81.69,81.93,Lentil
116,87,40,1.62,27.61,61.95,46.82,Lentil
103,40,35,10.23,39.9,57.4,67.79,Lentil
71,50,98,12.04,26.53,53.23,88.37,Lentil
75,62,53,13.73,31.4,75.43,49.6,Lentil
132,40,95,4.9,37.36,82.81,68.08,Lentil
109,48,64,10.57,29.53,55.15,80.45,Lentil
88,74,31,11.78,27.48,62.7,89.74,Lentil
85,77,41,6.41,26.09,87.56,72.83,Lentil
70,43,31,6.39,32.02,88.37,82.99,Lentil
90,64,79,13.94,28.62,71.94,85.12,Lentil
97,99,64,10.03,29.17,85.14,54.46,Lentil
75,28,34,6.62,30.31,77.68,74.4,Lentil
112,85,88,13.39,32.5,72.34,49.71,Lentil
126,21,62,6.71,35.09,79.56,88.91,Lentil
85,56,83,6.21,29.76,70.04,63.38,Lentil
73,56,106,6.37,31.69,66.53,85.63,Lentil
139,88,60,7.7,27.16,69.96,46.0,Lentil
70,65,48,5.39,37.61,77.05,85.24,Lentil
67,25,54,5.04,26.37,67.59,69.11,Lentil
64,67,92,5.58,38.04,82.62,62.41,Lentil
128,27,64,8.76,39.01,87.98,55.25,Lentil
55,51,82,13.75,39.77,88.43,80.86,Lentil
92,96,66,13.73,39.72,81.0,85.63,Lentil
80,86,72,9.08,25.94,83.23,62.36,Lentil
77,92,32,11.52,33.67,57.76,46.63,Lentil
57,87,80,7.15,36.21,58.8,78.3,Lentil
78,47,76,5.73,39.81,75.07,66.44,Lentil
70,59,87,5.52,30.42,71.45,75.22,Lentil
130,35,117,12.91,39.16,73.08,65.25,Lentil
137,76,32,6.94,28.78,69.05,55.48,Lentil
107,94,100,6.2,28.29,77.73,65.42,Lentil
109,74,106,11.95,28.68,64.09,49.13,Lentil
99,58,86,9.11,36.54,63.5,58.12,Lentil
149,95,53,13.83,31.02,78.31,80.64,Lentil
80,74,98,11.39,34.49,65.96,50.02,Lentil
96,49,52,9.95,29.98,83.74,60.6,Lentil
83,61,73,7.89,32.14,53.52,62.25,Lentil
51,24,83,7.89,38.99,57.33,69.58,Lentil
116,64,56,6.87,31.91,69.41,59.41,Lentil
143,83,92,9.71,36.83,53.42,74.14,Lentil
121,51,47,3.46,32.27,55.4,65.32,Lentil
101,31,69,8.25,26.35,87.24,64.47,Lentil
56,85,113,7.31,26.9,69.19,75.21,Lentil
125,71,99,7.35,31.98,54.67,59.79,Lentil
68,90,99,2.81,39.57,77.09,78.08,Lentil
139,51,46,7.42,35.56,64.25,56.38,Lentil
141,54,82,11.52,27.39,70.06,85.87,Lentil
64,25,65,7.88,31.14,86.69,51.4,Lentil
127,41,93,4.81,27.79,81.79,45.99,Lentil
97,66,108,13.7,26.42,50.35,52.72,Lentil
63,32,81,4.72,33.86,75.11,59.32,Lentil
52,42,110,0.03,27.82,65.7,64.78,Lentil
99,63,54,2.58,33.36,80.36,72.04,Lentil
142,28,73,7.93,37.99,69.61,72.31,Lentil
103,78,69,5.9,36.75,68.99,55.67,Lentil
55,49,110,10.86,31.69,62.74,70.25,Lentil
98,63,98,10.37,28.48,68.2,74.36,Lentil
72,68,73,7.25,29.23,62.88,82.4,Lentil
141,35,77,11.5,39.81,72.41,77.99,Lentil
127,93,86,9.67,28.21,54.36,67.96,Lentil
127,72,71,5.59,34.34,53.75,62.48,Lentil
69,21,64,9.27,26.82,58.7,85.39,Lentil
126,86,40,8.46,36.92,71.31,79.54,Lentil
140,61,57,12.69,31.19,88.38,77.57,Lentil
109,83,73,9.32,25.48,54.41,74.25,Lentil
148,27,49,7.29,36.17,60.58,46.17,Lentil
94,92,31,3.92,25.28,75.77,62.74,Lentil
110,40,62,5.57,35.54,72.08,45.3,Lentil
105,79,65,3.9,31.24,68.34,72.56,Lentil
51,53,39,0.05,32.59,50.81,68.1,Lentil
94,23,89,0.8,30.77,61.11,51.22,Lentil
89,81,74,2.93,30.34,79.92,78.7,Lentil
73,95,112,7.43,28.56,78.27,48.68,Lentil
78,21,87,1.09,35.39,66.48,52.4,Lentil
116,69,54,11.98,28.43,78.06,74.67,Lentil
117,95,64,1.02,34.56,63.62,82.89,Lentil
115,45,116,11.28,32.61,59.51,77.03,Lentil
133,56,63,4.78,25.28,75.95,49.55,Lentil
103,74,37,9.02,32.4,54.56,80.45,Lentil
102,37,95,3.98,36.91,67.0,84.34,Lentil
128,43,87,10.42,31.89,88.89,84.14,Lentil
98,49,118,1.28,37.89,87.68,49.26,Lentil
81,36,38,7.89,25.18,79.56,59.23,Lentil
110,99,118,7.57,31.99,81.56,47.28,Lentil
91,61,74,2.83,38.25,79.5,47.31,Lentil
50,31,51,1.83,28.26,81.09,56.16,Lentil
112,46,43,1.2,33.6,52.92,84.85,Lentil
84,74,81,1.39,27.76,63.41,75.83,Lentil
100,23,77,7.14,26.81,53.61,70.71,Lentil
120,54,104,6.1,30.82,62.38,62.13,Lentil
94,84,80,8.25,37.44,77.25,61.82,Lentil
126,95,42,4.03,26.1,62.93,46.05,Lentil
114,48,62,11.47,36.22,63.63,65.35,Lentil
63,91,32,5.38,31.86,63.0,87.41,Lentil
142,91,81,6.3,29.55,57.09,75.21,Lentil
52,95,65,9.0,29.39,67.3,55.06,Lentil
73,55,80,1.15,39.87,59.55,47.34,Lentil
114,53,77,0.64,33.38,63.46,68.45,Lentil
97,55,71,4.02,26.06,78.51,74.43,Lentil
59,74,61,11.6,34.49,73.05,54.51,Lentil
62,23,72,8.99,32.05,72.17,64.71,Lentil
149,30,34,0.8,29.43,78.5,63.25,Lentil
122,78,41,5.13,30.3,86.96,67.99,Lentil
63,22,112,8.1,36.74,57.11,54.38,Lentil
149,93,92,1.64,26.76,78.67,53.05,Lentil
59,31,56,0.06,31.83,57.82,63.53,Lentil
89,92,64,11.2,36.25,74.8,82.81,Lentil
72,40,103,7.37,27.86,52.03,52.85,Lentil
148,41,57,6.77,36.88,66.55,73.06,Lentil
104,37,76,1.36,38.43,69.18,53.14,Lentil
112,25,76,12.61,28.6,63.37,76.34,Lentil
120,98,72,3.52,32.05,67.68,54.04,Lentil
91,84,65,9.67,29.29,81.67,61.52,Lentil
148,74,46,12.01,28.92,64.72,88.53,Lentil
115,59,104,4.81,37.5,59.27,67.71,Lentil
128,71,65,11.24,30.93,60.03,70.14,Lentil
122,63,66,4.95,29.78,78.33,64.48,Lentil
96,81,47,4.97,34.42,87.54,86.01,Lentil
130,93,60,0.54,27.92,64.26,54.57,Lentil
101,48,57,12.67,29.08,54.41,54.39,Lentil
67,38,94,10.59,28.73,89.76,56.68,Lentil
128,47,60,11.63,35.62,87.97,51.48,Lentil
67,38,56,13.59,26.45,84.04,65.63,Lentil
73,50,69,5.6,26.28,63.9,70.05,Lentil
72,73,41,1.27,31.13,69.53,80.88,Lentil
61,81,105,8.12,39.68,76.31,64.76,Lentil
72,33,56,7.48,37.11,88.9,46.53,Lentil
70,69,90,7.22,35.97,83.26,85.34,Lentil
113,78,110,5.98,37.44,83.96,76.91,Lentil
139,89,54,5.14,26.98,75.84,45.52,Lentil
121,77,39,13.75,33.81,60.51,56.43,Lentil
143,28,44,3.29,32.4,65.4,79.46,Lentil
83,76,48,12.26,37.09,57.02,88.42,Lentil
51,60,97,11.35,35.28,77.08,61.18,Lentil
118,46,44,6.83,37.23,56.45,76.27,Lentil
80,77,44,9.22,32.08,77.61,47.18,Lentil
146,87,80,8.68,34.01,79.8,75.08,Lentil
117,77,42,11.95,35.71,78.08,58.68,Lentil
119,43,110,0.89,33.2,63.06,80.62,Lentil
136,99,112,12.18,33.42,76.17,76.17,Lentil
68,81,88,5.81,39.84,77.07,53.91,Lentil
121,86,42,8.89,31.52,65.76,72.73,Lentil
62,22,99,4.33,35.66,53.19,45.26,Lentil
114,70,86,0.84,34.35,78.02,66.58,Lentil
55,86,83,3.47,27.93,80.92,61.41,Lentil
120,99,69,0.83,31.36,59.47,69.76,Lentil
76,76,60,10.99,32.69,56.82,62.21,Lentil
128,39,82,9.94,26.48,77.86,88.99,Lentil
101,64,42,5.96,30.72,86.77,45.6,Lentil
147,25,53,9.96,37.24,83.46,60.68,Lentil
136,52,85,5.64,25.13,53.92,47.51,Lentil
97,62,75,12.4,35.81,82.5,48.46,Lentil
137,69,31,3.16,25.05,75.05,87.62,Lentil
128,46,83,9.71,33.25,54.13,56.26,Lentil
148,49,109,5.05,27.47,54.66,67.3,Lentil
117,37,105,4.98,33.05,87.48,56.63,Lentil
93,49,57,2.25,39.29,68.69,65.54,Lentil
66,34,119,6.92,37.03,84.97,62.58,Lentil
144,95,90,5.71,34.28,83.36,60.62,Lentil
87,81,97,1.7,39.14,80.36,49.38,Lentil
59,40,34,5.48,35.46,78.01,77.64,Lentil
103,31,46,12.97,25.98,50.91,60.84,Lentil
140,68,49,6.39,28.86,69.25,49.31,Lentil
55,20,69,0.35,36.54,68.71,54.46,Lentil
55,94,118,1.22,29.81,79.55,70.49,Lentil
101,74,111,2.07,28.78,83.43,82.67,Lentil
64,44,51,11.83,30.49,63.3,72.83,Lentil
117,66,82,7.04,38.83,59.73,58.57,Lentil
106,92,101,4.9,38.56,74.82,57.66,Lentil
105,58,69,3.62,36.61,69.45,85.98,Lentil
56,46,76,1.14,25.59,65.54,51.15,Lentil
100,69,103,5.52,39.53,85.08,74.66,Lentil
107,74,110,0.76,26.38,52.09,85.74,Lentil
113,47,75,10.82,37.92,79.1,70.72,Lentil
75,76,87,6.3,31.73,61.53,85.98,Lentil
107,98,113,2.44,32.38,89.72,79.64,Lentil
80,35,56,4.35,25.3,51.72,63.37,Lentil
115,75,31,1.55,36.29,57.32,67.4,Lentil
141,54,81,13.15,30.54,80.63,66.36,Lentil
62,47,58,7.61,39.63,71.93,51.74,Lentil
67,65,35,10.1,27.57,89.89,67.34,Lentil
143,86,49,3.82,32.4,69.79,89.36,Lentil
124,35,112,11.83,28.03,64.79,53.78,Lentil
62,98,104,2.49,31.54,70.7,51.76,Lentil
73,93,47,10.79,28.65,61.44,60.73,Lentil
106,68,51,0.9,26.02,86.51,48.8,Lentil
78,87,80,8.68,27.67,74.47,48.76,Lentil
105,41,43,5.72,30.28,74.86,84.33,Lentil
103,37,35,6.58,33.45,70.67,59.5,Lentil
54,41,50,13.27,35.98,69.92,68.34,Lentil
84,35,93,9.97,28.55,65.23,79.33,Lentil
68,75,37,9.44,33.22,82.32,56.38,Lentil
104,22,47,3.71,31.62,58.74,75.55,Lentil
126,72,51,4.39,29.14,61.71,45.64,Lentil
118,54,99,4.13,37.28,77.28,64.44,Lentil
93,99,83,8.32,36.6,78.72,55.58,Lentil
127,40,64,8.91,38.31,63.12,86.28,Lentil
87,84,74,1.17,27.33,66.87,70.68,Lentil
111,76,82,3.05,38.1,83.32,48.92,Lentil
71,66,83,0.87,29.02,52.34,50.57,Lentil
122,53,86,3.45,36.35,55.2,57.41,Lentil
89,67,102,7.35,31.32,63.5,61.39,Lentil
75,58,109,0.32,31.88,76.51,59.32,Lentil
54,49,104,0.75,25.96,76.11,82.53,Lentil
142,69,77,3.98,28.85,59.96,46.8,Lentil
103,35,114,5.17,29.01,52.48,70.48,Lentil
135,22,71,6.94,36.94,66.8,81.24,Lentil
98,80,52,6.77,31.21,67.07,81.82,Lentil
52,21,83,9.23,29.26,82.55,59.07,Lentil
141,45,91,11.9,38.45,82.99,73.94,Lentil
87,37,87,3.54,30.33,50.79,70.52,Lentil
63,85,74,4.41,28.37,52.72,81.78,Lentil
96,59,113,0.0,31.34,86.23,65.39,Lentil
63,22,110,11.42,28.52,52.94,51.9,Lentil
124,36,111,8.36,32.27,70.8,62.01,Lentil
122,43,58,2.52,36.78,59.55,71.69,Lentil
87,21,77,3.12,37.07,71.33,46.11,Lentil
113,89,61,11.88,29.39,71.75,57.68,Lentil
93,59,37,7.15,33.95,54.37,83.23,Lentil
119,45,79,0.43,39.82,71.06,67.85,Lentil
114,76,38,4.7,32.97,61.4,89.12,Lentil
74,68,75,2.64,25.25,70.41,74.16,Lentil
65,76,35,7.56,27.95,75.15,64.09,Lentil
64,75,98,9.8,27.79,61.34,49.66,Lentil
147,89,74,9.16,34.12,83.72,62.05,Lentil
130,95,106,11.68,33.45,82.36,50.36,Lentil
52,40,54,3.84,35.22,64.31,86.46,Lentil
116,35,110,8.83,36.47,68.36,75.31,Lentil
86,25,86,6.35,30.81,54.18,50.15,Lentil
130,53,55,9.77,36.68,88.64,71.17,Lentil
104,78,113,3.75,32.18,52.48,77.81,Lentil
87,86,35,5.69,36.82,73.36,59.71,Lentil
112,60,88,12.19,33.6,65.5,85.05,Lentil
50,38,113,3.15,28.24,54.01,84.24,Lentil
120,48,89,8.22,33.99,79.28,71.83,Lentil
139,51,40,0.15,31.84,57.51,58.48,Lentil
68,29,76,12.98,35.4,84.36,61.78,Lentil
101,83,81,9.03,35.81,52.66,56.51,Lentil
79,96,39,4.86,39.24,54.86,61.1,Lentil
104,39,72,7.41,34.99,63.55,57.64,Lentil
63,47,68,8.33,39.27,51.08,80.84,Lentil
62,46,112,13.63,29.23,64.86,86.7,Lentil
133,96,56,5.88,37.91,69.13,51.3,Lentil
139,44,69,8.38,27.72,81.75,82.81,Lentil
76,48,65,10.62,33.77,50.04,46.89,Lentil
138,34,49,13.44,31.64,73.18,56.36,Lentil
58,64,75,1.96,34.7,61.22,85.28,Lentil
90,64,98,5.91,33.99,51.48,55.98,Lentil
97,49,103,13.15,39.29,75.62,65.28,Lentil
61,57,92,8.44,31.4,59.07,87.39,Lentil
59,79,61,3.09,37.85,61.06,57.26,Lentil
55,51,69,13.32,34.11,53.5,75.11,Lentil
83,69,69,12.79,33.18,56.02,86.93,Lentil
101,90,58,1.31,32.81,82.26,51.59,Lentil
90,54,51,10.94,26.16,61.88,69.33,Lentil
132,95,102,6.87,37.97,53.85,58.73,Lentil
55,24,95,2.94,30.67,75.49,56.53,Lentil
51,50,106,6.93,39.74,57.66,61.82,Lentil
64,99,64,11.95,33.65,50.01,54.0,Lentil
66,72,56,3.61,38.13,59.46,83.87,Lentil
65,20,92,1.75,37.47,67.93,89.38,Lentil
77,88,59,2.68,29.06,68.49,45.94,Lentil
134,87,58,13.02,39.37,72.55,60.73,Lentil
121,84,64,9.37,30.06,60.81,84.61,Lentil
59,34,66,12.45,32.3,89.61,83.35,Lentil
59,71,55,11.37,25.37,88.55,47.37,Lentil
59,57,33,9.33,34.65,61.69,85.48,Lentil
122,43,39,7.18,28.89,60.03,60.03,Lentil
77,42,49,11.2,39.74,86.81,88.16,Lentil
73,66,89,7.17,25.91,59.91,50.08,Lentil
68,26,39,11.71,27.42,55.95,72.71,Lentil
146,50,59,1.42,27.77,53.86,88.91,Lentil
117,26,104,13.73,28.76,70.35,66.81,Lentil
105,96,45,2.12,39.09,71.69,60.73,Lentil
116,23,36,9.17,25.39,56.74,89.1,Lentil
91,73,52,13.05,27.45,71.24,56.63,Lentil
61,99,69,10.5,37.06,57.01,83.55,Lentil
67,71,30,2.49,34.32,82.29,65.31,Lentil
72,99,74,1.1,35.82,80.06,71.7,Lentil
133,67,36,0.42,33.75,87.85,46.99,Lentil
55,85,70,3.41,34.18,82.53,69.29,Lentil
102,73,97,8.35,27.24,67.41,67.85,Lentil
147,99,31,9.42,35.19,65.31,83.11,Lentil
91,73,46,5.6,32.42,70.71,74.85,Lentil
115,64,38,1.12,28.61,77.94,73.79,Lentil
79,59,40,11.44,29.21,76.99,62.85,Lentil
58,54,73,11.74,32.18,83.09,45.26,Lentil
140,43,112,1.88,26.31,76.09,68.69,Lentil
91,54,85,8.08,31.17,60.77,71.32,Lentil
83,56,43,7.36,33.4,65.95,83.89,Lentil
89,94,108,3.8,25.4,86.58,71.1,Lentil
137,53,76,8.36,35.06,55.31,80.28,Lentil
66,43,101,3.51,30.97,57.08,82.78,Lentil
78,23,88,0.08,28.26,78.72,67.43,Lentil
149,69,89,1.35,25.16,59.97,80.33,Lentil
99,97,62,3.68,33.31,89.63,45.8,Lentil
125,43,85,11.4,34.52,78.39,66.94,Lentil
144,55,31,9.7,27.25,69.23,73.74,Lentil
98,98,31,0.92,38.26,63.54,81.31,Lentil
122,54,89,1.57,31.73,71.59,65.91,Lentil
110,48,49,3.95,35.18,63.74,67.9,Lentil
132,55,52,6.0,30.21,85.41,69.95,Lentil
95,87,111,7.38,33.02,73.92,59.69,Lentil
95,98,59,11.61,34.77,59.89,78.71,Lentil
66,30,114,4.22,29.75,62.33,87.8,Lentil
115,74,65,10.92,38.66,74.3,47.93,Lentil
54,68,96,13.43,28.0,59.86,85.43,Lentil
103,98,86,4.93,36.3,67.07,80.62,Lentil
65,76,46,4.45,28.0,51.95,50.84,Lentil
130,74,53,12.99,26.64,76.51,84.92,Lentil
140,75,97,9.99,33.29,51.78,46.7,Lentil
56,93,102,6.55,37.1,88.77,59.94,Lentil
57,23,62,12.74,36.71,81.88,86.33,Lentil
121,44,86,4.36,38.78,72.36,88.96,Lentil
136,21,74,12.19,25.81,74.19,52.5,Lentil
145,38,83,0.64,26.88,79.99,64.03,Lentil
131,27,61,1.85,33.73,76.91,67.65,Lentil
87,83,88,1.37,27.42,88.78,81.96,Lentil
103,25,37,8.28,35.75,66.76,60.67,Lentil
125,33,89,10.8,35.24,58.94,70.84,Lentil
64,89,44,11.19,31.42,89.03,57.09,Lentil
141,95,60,10.48,30.86,52.39,45.97,Lentil
99,90,93,3.42,31.24,81.97,58.12,Lentil
105,76,34,11.28,38.72,51.62,74.7,Lentil
144,49,71,8.27,28.87,59.67,52.95,Lentil
58,99,58,10.25,38.4,71.84,66.25,Lentil
57,27,43,5.75,37.79,63.08,53.3,Lentil
68,33,81,1.6,25.02,89.22,50.49,Lentil
100,67,82,13.31,28.32,66.4,47.17,Lentil
121,47,42,4.77,37.11,72.85,84.3,Lentil
147,25,89,13.44,38.67,56.91,77.08,Lentil
106,49,77,3.57,26.02,69.93,51.87,Lentil
117,23,55,6.51,33.29,61.72,80.72,Lentil
80,86,113,3.53,38.87,70.22,89.08,Lentil
52,29,60,9.61,27.16,81.03,57.63,Lentil
148,46,65,4.94,27.84,73.82,75.85,Lentil
132,64,56,0.65,29.69,86.55,84.55,Lentil
92,94,33,7.6,34.46,79.27,46.38,Lentil
78,54,104,13.28,33.55,77.93,81.74,Lentil
59,32,118,1.47,25.72,69.3,72.38,Lentil
61,74,34,12.52,28.03,53.92,81.68,Lentil
95,62,80,10.87,31.43,63.41,88.68,Lentil
79,92,95,1.96,27.68,59.92,60.74,Lentil
143,87,69,2.66,37.26,60.62,77.06,Lentil
131,62,106,11.64,34.34,81.93,58.68,Lentil
137,59,56,11.47,31.87,60.7,53.5,Lentil
81,50,110,8.56,25.33,89.47,45.59,Lentil
122,22,83,9.52,30.03,79.89,80.08,Lentil
96,36,104,3.15,37.87,66.43,49.97,Lentil
137,99,38,13.57,35.35,82.91,59.01,Lentil
112,58,40,1.96,38.22,84.63,87.03,Lentil
75,85,36,3.36,31.97,59.2,57.73,Lentil
52,88,99,4.12,28.22,53.55,68.51,Lentil
72,96,59,9.95,26.8,88.84,89.49,Lentil
124,95,116,3.51,26.14,78.22,66.17,Lentil
123,38,106,2.75,28.26,56.33,59.86,Lentil
99,41,66,0.61,33.62,59.68,86.49,Lentil
85,27,105,0.31,30.35,64.28,52.43,Lentil
62,87,74,1.64,29.49,73.59,80.66,Lentil
78,90,111,10.67,25.29,72.87,45.86,Lentil
87,37,105,13.64,39.73,80.21,67.51,Lentil
126,25,96,11.65,30.54,62.0,88.82,Lentil
139,23,77,1.88,33.22,64.6,45.09,Lentil
133,60,110,8.38,28.62,71.38,85.12,Lentil
54,70,39,2.4,29.84,66.74,84.85,Lentil
69,31,42,12.78,32.09,83.02,71.9,Lentil
127,56,89,3.34,32.69,58.14,75.94,Lentil
63,21,52,13.53,25.35,63.48,80.09,Lentil
57,22,59,6.98,38.26,55.05,70.38,Lentil
97,64,90,0.51,38.82,83.37,79.58,Lentil
62,58,57,5.66,29.17,64.47,71.24,Lentil
73,96,52,3.95,29.45,80.99,63.82,Lentil
128,73,98,2.42,37.3,53.81,72.58,Lentil
114,97,78,6.22,34.84,53.16,61.52,Lentil
